lsoa,imd_score
E01026097,39.007
E01026098,17.18
E01026099,28.297
E01026100,24.022
E01026101,42.197
E01026102,29.361
E01026103,33.626
E01026104,29.877
E01026105,19.948
E01026106,16.082
E01026107,21.95
E01026108,36.526
E01026109,38.945
E01026110,33.994
E01026111,34.889
E01026112,65.238
E01026113,29.949
E01026114,53.573
E01026115,49.302
E01026116,32.102
E01026117,29.336
E01026118,8.781
E01026119,8.637
E01026120,18.007
E01026121,25.605
E01026122,28.588
E01026123,32.311
E01026124,32.23
E01026125,27.139
E01026126,62.78
E01026127,48.732
E01026129,69.846
E01026130,12.679
E01026131,32.904
E01026132,20.224
E01026134,30.816
E01026135,15.5
E01026136,11.487
E01026137,11.664
E01026138,11.645
E01026139,6.084
E01026140,28.449
E01026141,9.227
E01026142,39.764
E01026144,16.306
E01026145,14.881
E01026146,34.52
E01026147,12.533
E01026148,25.631
E01026149,46.331
E01026150,56.15
E01026151,17.895
E01026152,69.818
E01026153,14.818
E01026154,35.245
E01026155,9.509
E01026156,35.798
E01026157,44.122
E01026158,10.513
E01026159,17.528
E01026160,8.116
E01026161,45.4
E01026162,20.408
E01026163,9.745
E01026164,5.232
E01026165,40.398
E01026166,45.023
E01026167,11.1
E01026168,61.27
E01026169,26.292
E01026170,39.248
E01026171,10.221
E01026172,45.705
E01026173,77.457
E01026174,34.146
E01026175,40.345
E01026176,48.109
E01026177,32.024
E01026178,29.681
E01026179,15.858
E01026180,16.977
E01026182,11.662
E01026183,30.271
E01026184,4.078
E01026185,13.028
E01026186,6.618
E01026187,3.634
E01026188,15.381
E01026189,5.04
E01026190,18.684
E01026191,11.87
E01026192,22.412
E01026193,14.205
E01026194,12.716
E01026195,7.156
E01026196,11.223
E01026197,10.641
E01026198,6.656
E01026199,16.327
E01026200,10.84
E01026201,17.983
E01026202,17.122
E01026203,9.554
E01026204,6.207
E01026205,17.602
E01026206,5.011
E01026207,29.003
E01026208,12.581
E01026209,9.624
E01026210,22.665
E01026211,10.271
E01026212,12.441
E01026213,23.849
E01026214,10.198
E01026215,4.725
E01026218,10.835
E01026219,7.505
E01026220,13.546
E01026221,19.875
E01026222,11.608
E01026223,7.796
E01026224,27.915
E01026225,11.684
E01026226,7.166
E01026227,30.772
E01026228,11.158
E01026229,11.801
E01026230,25.231
E01026231,8.402
E01026232,20.988
E01026233,3.497
E01026235,34.758
E01026236,16.425
E01026237,8.154
E01026238,9.268
E01026239,19.726
E01026240,20.303
E01026241,21.314
E01026242,17.842
E01026243,29.368
E01026244,18.786
E01026245,21.858
E01026246,29.655
E01026247,17.286
E01026248,24.165
E01026249,22.125
E01026250,23.244
E01026251,15.45
E01026252,18.053
E01026253,24.224
E01026254,30.56
E01026255,21.473
E01026256,25.148
E01026257,18.289
E01026258,12.528
E01026259,25.235
E01026260,23.414
E01026262,12.109
E01026263,8.912
E01026264,23.05
E01026265,20.413
E01026266,26.652
E01026268,32.754
E01026269,9.31
E01026270,32.648
E01026271,37.359
E01026272,17.195
E01026273,9.149
E01026275,14.461
E01026276,18.278
E01026277,46.998
E01026278,23.794
E01026279,27.95
E01026280,27.193
E01026281,13.442
E01026282,22.559
E01026283,16.812
E01026284,16.897
E01026285,22.477
E01026286,23.443
E01026287,21.348
E01026288,27.659
E01026289,10.092
E01026290,21.022
E01026291,10.263
E01026292,9.552
E01026293,8.987
E01026294,6.746
E01026296,8.736
E01026297,18.748
E01026298,22.253
E01026299,14.564
E01026300,4.577
E01026302,6.739
E01026303,4.317
E01026304,7.123
E01026305,6.955
E01026306,15.72
E01026307,5.596
E01026308,61.752
E01026309,17.836
E01026310,28.473
E01026311,27.911
E01026312,51.973
E01026313,11.576
E01026314,16.937
E01026315,18.615
E01026316,16.058
E01026317,26.538
E01026318,25.834
E01026319,12.776
E01026321,7.474
E01026322,7.365
E01026323,29.523
E01026324,5.151
E01026325,31.022
E01026326,15.914
E01026327,25.905
E01026328,44.977
E01026329,16.325
E01026330,12.055
E01026331,18.718
E01026332,15.649
E01026333,11.905
E01026334,5.096
E01026335,10.186
E01026336,23.942
E01026337,10.347
E01026338,17.534
E01026339,24.423
E01026340,15.392
E01026341,17.784
E01026342,10.342
E01026343,31.306
E01026344,18.179
E01026345,18.535
E01026346,9.369
E01026347,12.457
E01026348,17.337
E01026349,20.011
E01026350,9.127
E01026351,16.302
E01026352,3.136
E01026353,27.906
E01026354,3.914
E01026355,8.764
E01026356,5.03
E01026357,8.37
E01026358,3.891
E01026359,3.843
E01026360,6.907
E01026361,21.908
E01026362,5.186
E01026363,13.164
E01026364,6.747
E01026365,12.248
E01026366,23.976
E01026367,27.436
E01026368,10.967
E01026369,15.218
E01026370,7.824
E01026371,5.565
E01026372,11.812
E01026373,23.086
E01026374,67.902
E01026375,45.495
E01026376,50.473
E01026377,31.102
E01026378,52.606
E01026379,32.988
E01026380,14.47
E01026381,38.043
E01026382,36.998
E01026383,81.615
E01026384,52.155
E01026385,21.952
E01026386,35.022
E01026387,17.205
E01026388,12.516
E01026389,25.129
E01026390,28.721
E01026391,15.064
E01026392,13.701
E01026393,4.472
E01026394,9.325
E01026395,6.212
E01026396,6.833
E01026398,18.266
E01026399,14.598
E01026400,11.542
E01026401,9.127
E01026402,9.731
E01026403,21.199
E01026404,17.811
E01026405,6.084
E01026406,6.021
E01026407,24.796
E01026408,19.213
E01026409,19.842
E01026410,27.615
E01026411,18.026
E01026412,14.34
E01026413,5.605
E01026414,16.431
E01026415,31.485
E01026416,22.022
E01026419,15.606
E01026420,13.063
E01026421,17.697
E01026423,18.326
E01026424,19.442
E01026425,32.869
E01026426,29.608
E01026427,16.672
E01026428,18.114
E01026429,22.848
E01026430,11.48
E01026431,14.898
E01026432,9.954
E01026433,24.727
E01026434,11.366
E01026435,19.84
E01026436,19.463
E01026437,15.723
E01026438,21.371
E01026439,13.884
E01026440,15.773
E01026441,22.799
E01026442,23.592
E01026443,23.75
E01026444,26.686
E01026445,25.032
E01026446,18.393
E01026447,25.289
E01026448,6.998
E01026449,16.831
E01026450,8.453
E01026451,16.615
E01026452,16.875
E01026453,20.398
E01026454,6.422
E01026456,16.105
E01026457,14.358
E01026458,24.212
E01026459,32.575
E01026461,14.564
E01026462,15.979
E01026464,18.439
E01026465,32.591
E01026466,23.751
E01026467,53.265
E01026468,26.607
E01026469,15.595
E01026470,8.808
E01026471,8.488
E01026472,12.203
E01026473,13.544
E01026474,24.407
E01026475,17.833
E01026476,37.624
E01026477,40.686
E01026478,42.698
E01026479,17.887
E01026480,13.444
E01026481,19.664
E01026483,31.454
E01026484,13.946
E01026485,16.412
E01026486,17.389
E01026487,19.597
E01026488,35.589
E01026489,16.789
E01026490,14.438
E01026491,19.226
E01026492,23.225
E01026493,17.109
E01026494,20.031
E01026495,23.951
E01026496,18.72
E01026497,10.254
E01026498,19.065
E01026499,24.049
E01026500,6.56
E01026501,17.682
E01026502,14.645
E01026503,7.484
E01026504,17.524
E01026505,17.754
E01026506,7.613
E01026507,7.745
E01026508,13.481
E01026509,9.701
E01026510,7.42
E01026511,22.704
E01026512,17.908
E01026513,14.242
E01026514,15.407
E01026515,11.333
E01026516,18.421
E01026517,9.615
E01026518,9.786
E01026519,9.196
E01026520,11.925
E01026521,5.851
E01026522,26.365
E01026523,22.023
E01026524,16.693
E01026525,22.448
E01026526,13.972
E01026527,7.476
E01026528,16.055
E01026529,15.923
E01026530,7.38
E01026531,7.779
E01026532,11.975
E01026533,16.81
E01026534,16.284
E01026535,18.308
E01026536,16.432
E01026537,7.262
E01026538,23.86
E01026539,18.971
E01026540,4.309
E01026541,15.2
E01026542,8.319
E01026543,4.919
E01026544,7.06
E01026545,13.45
E01026546,5.282
E01026547,18.377
E01026548,11.143
E01026549,17.236
E01026550,10.088
E01026551,10.865
E01026552,8.262
E01026553,18.797
E01026554,6.001
E01026555,12.981
E01026556,13.199
E01026557,7.417
E01026558,11.59
E01026559,6.5
E01026560,7.121
E01026562,3.435
E01026563,9.717
E01026564,8.676
E01026565,11.283
E01026566,11.441
E01026567,4.648
E01026568,2.687
E01026569,14.494
E01026570,5.402
E01026571,5.151
E01026572,3.419
E01026573,16.599
E01026574,2.549
E01026575,17.345
E01026576,6.658
E01026577,12.27
E01026578,16.138
E01026579,13.322
E01026580,14.566
E01026581,11.779
E01026582,9.371
E01026583,23.498
E01026584,13.734
E01026587,11.381
E01026588,18.225
E01026589,23.378
E01026590,12.619
E01026591,16.223
E01026592,32.947
E01026593,13.525
E01026594,23.43
E01026595,63.625
E01026596,40.177
E01026597,78.831
E01026598,68.567
E01026599,45.768
E01026600,43.263
E01026601,32.143
E01026602,26.653
E01026603,59.06
E01026604,59.725
E01026605,17.418
E01026606,27.932
E01026607,30.184
E01026608,15
E01026609,25.749
E01026610,19.946
E01026611,15.384
E01026612,11.898
E01026613,18.935
E01026614,30.436
E01026615,19.648
E01026616,25.314
E01026617,28.605
E01026618,22.532
E01026619,43.068
E01026620,47.647
E01026621,28.619
E01026622,70.936
E01026623,67.739
E01026624,78.584
E01026625,80.525
E01026626,66.644
E01026627,19.917
E01026628,23.734
E01026629,22.871
E01026630,34.117
E01026631,29.039
E01026632,33.311
E01026633,37.116
E01026634,47.721
E01026635,56.765
E01026636,23.582
E01026637,16.822
E01026638,25.51
E01026639,28.266
E01026640,27.27
E01026641,57.972
E01026642,23.667
E01026643,22.051
E01026644,9.967
E01026645,25.179
E01026646,27.953
E01026647,18.756
E01026648,23.881
E01026649,21.855
E01026650,24.071
E01026651,26.414
E01026652,30.27
E01026653,8.512
E01026654,29.842
E01026655,15.827
E01026656,26.499
E01026659,35.333
E01026660,20.078
E01026661,24.491
E01026662,39.355
E01026663,42.006
E01026664,16.446
E01026665,26.167
E01026666,46.769
E01026667,21.403
E01026668,20.244
E01026669,13.087
E01026670,24.844
E01026671,6.956
E01026672,9.184
E01026673,9.241
E01026674,18.705
E01026675,17.878
E01026676,17.386
E01026677,22.109
E01026678,14.352
E01026679,23.128
E01026680,34.458
E01026681,16.069
E01026682,18.658
E01026683,25.52
E01026684,29.381
E01026685,24.497
E01026687,50.416
E01026688,42.36
E01026689,40.182
E01026690,42.239
E01026691,11.067
E01026692,9.259
E01026693,21.826
E01026694,23.192
E01026695,25.036
E01026696,31.834
E01026697,26.077
E01026699,48.455
E01026700,49.007
E01026701,13.635
E01026702,23.098
E01026703,24.814
E01026704,48.247
E01026705,22.771
E01026706,21.443
E01026708,7.856
E01026709,4.089
E01026710,8.656
E01026711,34.814
E01026712,19.402
E01026713,26.956
E01026714,6.627
E01026715,25.304
E01026716,33.782
E01026717,27.603
E01026718,23.837
E01026719,27.52
E01026720,21.852
E01026721,35.684
E01026722,17.789
E01026723,12.829
E01026724,21.885
E01026725,21.706
E01026726,24.42
E01026727,20.733
E01026728,23.544
E01026729,27.4
E01026730,24.17
E01026733,25.695
E01026734,36.902
E01026735,24.623
E01026736,25.183
E01026737,17.861
E01026738,19.835
E01026739,24.933
E01026740,25.228
E01026741,19.343
E01026742,11.44
E01026743,25.965
E01026744,21.359
E01026745,20.707
E01026746,10.788
E01026747,25.961
E01026748,11.992
E01026749,28.407
E01026750,24.013
E01026751,22.471
E01026752,26.063
E01026753,38.51
E01026754,15.515
E01026755,13.502
E01026756,31.663
E01026757,13.268
E01026758,17.829
E01026759,23.607
E01026760,13.513
E01026761,20.318
E01026763,27.237
E01026764,19.891
E01026765,21.99
E01026766,20.277
E01026767,17.507
E01026768,16.228
E01026769,15.487
E01026770,20.736
E01026771,15.87
E01026772,8.579
E01026773,16.122
E01026774,21.166
E01026775,33.904
E01026776,21.189
E01026777,15.092
E01026778,16.365
E01026779,28.074
E01026780,23.467
E01026781,17.527
E01026782,23.984
E01026783,21.775
E01026784,27.956
E01026785,17.604
E01026786,24.682
E01026787,22.642
E01026788,22.25
E01026789,18.172
E01026790,19.377
E01026791,33.125
E01026792,22.534
E01026793,44.094
E01026794,21.849
E01026796,28.492
E01026797,18.889
E01026798,44.246
E01026799,32.773
E01026800,49.165
E01026801,9.542
E01026802,26.54
E01026803,33.509
E01026804,22.933
E01026805,34.895
E01026806,19.364
E01026807,26.903
E01026808,55.887
E01026809,45.754
E01026810,10.254
E01026811,4.089
E01026812,3.568
E01026813,1.589
E01026814,24.845
E01026815,4.446
E01026816,20.529
E01026817,35.93
E01026818,30.981
E01026819,44.747
E01026820,33.788
E01026821,33.948
E01026823,29.815
E01026824,43.181
E01026825,29.666
E01026826,42.885
E01026827,51.626
E01026828,44.462
E01026829,34.131
E01026830,43.909
E01026831,17.02
E01026832,45.55
E01026833,59.006
E01026834,40.02
E01026835,9.882
E01026836,6.278
E01026837,14.143
E01026838,5.913
E01026839,9.824
E01026840,11.108
E01026841,20.571
E01026842,15.084
E01026843,29.243
E01026844,31.124
E01026845,16.751
E01026846,23.304
E01026848,43.136
E01026849,9.649
E01026850,19.029
E01026852,3.231
E01026853,28.253
E01026855,11.239
E01026856,12.289
E01026857,11.423
E01026858,36.696
E01026859,23.923
E01026860,7.55
E01026861,30.783
E01026862,18.733
E01026863,15.33
E01026864,21.086
E01026865,39.576
E01026866,21.49
E01026867,49.878
E01026868,46.355
E01026869,49.626
E01026870,17.145
E01026871,3.828
E01026872,20.394
E01026873,15.45
E01026874,22.347
E01026875,9.837
E01026876,14.335
E01026877,16.517
E01026878,19.473
E01026879,20.177
E01026880,12.07
E01026881,11.083
E01026883,11.592
E01026884,14.16
E01026885,12.089
E01026886,16.226
E01026887,18.62
E01026888,24.575
E01026889,8.968
E01026891,23.468
E01026892,24.303
E01026893,12.811
E01026894,18.178
E01026895,11.841
E01026896,13.654
E01026897,13.696
E01026898,19.266
E01026899,17.468
E01026900,17.157
E01026901,11.718
E01026902,17.764
E01026903,15.067
E01026904,15.752
E01026905,24.333
E01026906,7.936
E01026907,7.256
E01026908,6.282
E01026909,22.861
E01026910,11.363
E01026911,23.673
E01026912,8.851
E01026913,11.947
E01026914,10.55
E01026915,5.616
E01026916,6.004
E01026917,10.401
E01026918,9.532
E01026919,15.725
E01026920,13.759
E01026921,7.681
E01026922,17.745
E01026924,13.534
E01026925,24.821
E01026927,4.45
E01026928,12.63
E01026929,11.076
E01026930,11.679
E01026931,11.47
E01026932,9.431
E01026934,15.309
E01026935,14.925
E01026936,9.069
E01026937,9.047
E01026938,11.026
E01026939,13.361
E01026940,16.806
E01026941,13.841
E01026942,9.131
E01026943,21.349
E01026944,16.293
E01026947,15.695
E01026948,8.787
E01026949,37.223
E01026950,44.232
E01026951,37.325
E01026952,18.455
E01026953,15.507
E01026954,37.123
E01026955,4.482
E01026956,20.193
E01026957,36.003
E01026958,27.01
E01026959,30.316
E01026960,42.358
E01026961,38.405
E01026962,28.182
E01026963,30.79
E01026965,45.897
E01026966,32.272
E01026967,29.679
E01026968,57.533
E01026969,25.687
E01026970,17.98
E01026971,17.792
E01026972,26.392
E01026973,21.746
E01026974,17.39
E01026975,33.778
E01026976,29.042
E01026979,14.323
E01026980,9.356
E01026981,18.347
E01026982,23.107
E01026983,26.801
E01026984,30.961
E01026985,16.906
E01026986,15.975
E01026987,11.582
E01026988,29.468
E01026989,16.012
E01026991,10.68
E01026992,32.041
E01026993,10.336
E01026994,11.996
E01026998,8.99
E01026999,16.494
E01027000,11.618
E01027001,4.048
E01027002,6.914
E01027003,9.046
E01027004,11.409
E01027005,13.702
E01027006,10.543
E01027007,22.41
E01027008,8.71
E01027009,31.685
E01027010,8.526
E01027011,9.813
E01027012,17.717
E01027013,41.77
E01027015,5.748
E01027016,10.468
E01027017,16.738
E01027018,6.354
E01027019,13.671
E01027020,7.458
E01027021,10.908
E01027022,15.782
E01027023,12.708
E01027024,8.837
E01027025,19.498
E01027026,13.981
E01027027,9.181
E01027028,11.475
E01027029,18.778
E01027030,15.685
E01027031,12.115
E01027032,16.899
E01027033,15.59
E01027034,18.351
E01027035,22.03
E01027037,5.254
E01027038,22.622
E01027039,17.775
E01027040,8.539
E01027041,33.421
E01027042,7.498
E01027043,14.978
E01027044,9.278
E01027045,14.939
E01027046,5.963
E01027047,13.928
E01027048,6.529
E01027049,6.017
E01027050,11.372
E01027051,16.268
E01027052,9.139
E01027053,9.977
E01027054,11.227
E01027055,11.241
E01027056,27.112
E01027057,14.739
E01027058,27.685
E01027059,23.806
E01027060,27.929
E01027061,14.991
E01027062,15.492
E01027063,6.336
E01027064,8.492
E01027065,30.025
E01027066,6.501
E01027067,5.667
E01027069,28.581
E01027070,8.033
E01027071,9.83
E01027072,34.799
E01027073,15.505
E01027074,10.416
E01027075,7.497
E01027076,16.687
E01027078,17.525
E01027079,16.347
E01027080,6.701
E01027081,27.905
E01027082,32.704
E01027083,41.921
E01027084,6.936
E01027085,12.462
E01027086,6
E01027087,9.609
E01027088,6.071
E01027089,9.611
E01027090,14.357
E01027091,23.006
E01027092,15.849
E01027094,9.337
E01027095,17.032
E01027096,8.234
E01027097,8.54
E01027098,10.518
E01027099,7.203
E01027100,17.854
E01027102,8.503
E01027103,13.083
E01027104,29.433
E01027105,38.279
E01027106,32.916
E01027107,14.305
E01027108,5.421
E01027109,19.78
E01027111,27.965
E01027112,27.542
E01027113,19.184
E01027114,15.437
E01027115,6.319
E01027116,6.423
E01027117,6.321
E01027119,21.028
E01027120,6.353
E01027121,4.879
E01027122,8.141
E01027123,18.177
E01027125,5.407
E01027126,17.934
E01027127,52.578
E01027128,35.261
E01027129,16.075
E01027130,18.259
E01027131,39.646
E01027132,23.728
E01027133,18.065
E01027134,24.671
E01027135,13.922
E01027136,22.022
E01027137,26.151
E01027138,12.406
E01027139,15.74
E01027140,65.4
E01027141,7.684
E01027142,20.832
E01027143,13.976
E01027144,5.039
E01027145,16.249
E01027146,9.157
E01027147,25.591
E01027148,7.691
E01027149,14.134
E01027151,31.612
E01027152,26.316
E01027153,51.667
E01027154,29.085
E01027155,33.354
E01027156,28.326
E01027158,19.559
E01027159,11.235
E01027160,7.97
E01027161,38.986
E01027162,9.777
E01027163,3.695
E01027164,6.563
E01027165,3.41
E01027166,5.222
E01027167,5.01
E01027168,44.553
E01027169,11.937
E01027170,34.611
E01027171,23.732
E01027172,9.479
E01027173,25.464
E01027174,7.899
E01027175,21.89
E01027176,16.842
E01027177,36.077
E01027178,33.592
E01027179,14.682
E01027180,20.465
E01027181,8.563
E01027182,10.273
E01027183,14.741
E01027184,29.045
E01027185,29.973
E01027186,10.781
E01027187,25.624
E01027188,23.495
E01027189,21.843
E01027190,14.181
E01027191,22.54
E01027192,19.534
E01027193,7.885
E01027194,4.97
E01027195,33.841
E01027196,22.055
E01027197,31.643
E01027198,36.011
E01027199,45.013
E01027200,33.196
E01027201,7.461
E01027202,17.056
E01027203,3.941
E01027204,10.481
E01027205,3.138
E01027207,8.443
E01027208,5.306
E01027209,7.434
E01027210,9.689
E01027211,4.712
E01027212,10.007
E01027213,17.637
E01027214,35.872
E01027215,15.821
E01027216,10.116
E01027217,8.501
E01027218,8.222
E01027219,8.562
E01027220,9.744
E01027221,11.946
E01027222,4.957
E01027224,29.955
E01027225,24.113
E01027226,35.781
E01027227,27.375
E01027228,29.542
E01027229,34.737
E01027230,26.83
E01027231,38.422
E01027232,12.247
E01027233,28.987
E01027234,11.564
E01027235,42.798
E01027236,12.324
E01027237,15.747
E01027238,28.357
E01027239,43.122
E01027240,27.361
E01027241,29.522
E01027242,35.371
E01027243,33.704
E01027244,48.793
E01027245,22.036
E01027246,34.902
E01027247,14.807
E01027248,37.374
E01027249,36.655
E01027250,5.008
E01027252,27.617
E01027253,6.896
E01027254,7.001
E01027255,4.224
E01027256,5.583
E01027257,26.918
E01027258,4.154
E01027259,9.934
E01027260,5.44
E01027261,12.581
E01027262,15.207
E01027263,13.381
E01027264,8.974
E01027265,5.365
E01027267,9.876
E01027268,5.373
E01027269,19.863
E01027270,2.762
E01027271,4.88
E01027272,4.475
E01027273,13.92
E01027274,8.59
E01027275,7.592
E01027277,14.449
E01027279,15.778
E01027280,7.096
E01027281,17.083
E01027282,13.704
E01027283,9.159
E01027284,10.674
E01027285,10.362
E01027286,9.97
E01027287,10.454
E01027288,11.518
E01027289,9.6
E01027290,9.626
E01027291,5.296
E01027292,16.606
E01027293,6.33
E01027294,11.565
E01027295,8.091
E01027296,10.43
E01027297,11.266
E01027298,3.96
E01027299,16.457
E01027300,1.755
E01027301,5.855
E01027302,20.546
E01027303,6.784
E01027304,12.012
E01027305,14.839
E01027306,17.103
E01027307,11.331
E01027308,11.379
E01027309,9.914
E01027310,52.003
E01027311,9.416
E01027312,25.843
E01027313,27.245
E01027314,33.529
E01027316,16.396
E01027317,25.636
E01027318,49.131
E01027319,25.107
E01027320,17.473
E01027321,9.47
E01027322,9.416
E01027323,12.513
E01027324,6.696
E01027325,8.378
E01027326,14.677
E01027327,26.536
E01027328,18.589
E01027329,11.345
E01027330,28.313
E01027331,34.383
E01027332,7.745
E01027333,5.366
E01027334,52.429
E01027335,11.111
E01027336,26.7
E01027337,10.625
E01027338,12.182
E01027339,39.291
E01027340,28.154
E01027341,36.567
E01027342,32.035
E01027343,8.879
E01027344,8.004
E01027345,5.566
E01027346,8.006
E01027347,5.549
E01027348,13.192
E01027350,24.692
E01027351,32.028
E01027352,26.792
E01027353,13.476
E01027354,14.513
E01027355,6.722
E01027356,11.101
E01027357,3.009
E01027358,18.936
E01027359,32.91
E01027361,30.236
E01027362,19.145
E01027363,50.249
E01027364,9.718
E01027365,15.21
E01027366,17.714
E01027367,10.159
E01027368,15.769
E01027369,10.194
E01027370,9.809
E01027371,18.999
E01027372,10.711
E01027373,25.495
E01027374,21.208
E01027375,20.597
E01027376,28.026
E01027377,22.053
E01027378,9.924
E01027379,7.388
E01027380,25.297
E01027381,24.187
E01027382,22.217
E01027383,19.481
E01027384,16.28
E01027385,38.04
E01027386,18.521
E01027387,25.291
E01027388,36.029
E01027389,23.154
E01027390,21.464
E01027391,32.139
E01027392,47.448
E01027393,48.392
E01027394,17.474
E01027395,26.179
E01027396,33.31
E01027397,39.283
E01027398,37.268
E01027399,4.52
E01027400,2.745
E01027401,1.866
E01027402,2.405
E01027403,3.366
E01027404,6.16
E01027405,4.873
E01027406,6.894
E01027407,8.479
E01027408,18.711
E01027409,19.843
E01027410,3.944
E01027411,31.726
E01027412,34.143
E01027413,22.177
E01027414,44.365
E01027415,65.566
E01027416,78.338
E01027417,10.198
E01027418,13.672
E01027419,20.843
E01027420,10.747
E01027421,28.302
E01027422,46.989
E01027423,32.782
E01027424,56.447
E01027426,39.32
E01027427,47.37
E01027428,9.925
E01027429,42.566
E01027430,36.191
E01027431,51.525
E01027432,29.767
E01027433,16.864
E01027434,16.183
E01027435,30.001
E01027436,25.091
E01027437,4.342
E01027438,7.468
E01027439,3.027
E01027440,7.026
E01027442,29.388
E01027443,39.246
E01027444,17.118
E01027445,24.473
E01027446,9.456
E01027447,18.715
E01027449,7.493
E01027450,13.212
E01027451,55.091
E01027452,15.845
E01027453,23.594
E01027455,2.837
E01027456,2.458
E01027457,15.064
E01027458,7.497
E01027460,4.641
E01027461,34.202
E01027462,35.053
E01027463,9.061
E01027464,3.574
E01027465,5.881
E01027466,18.064
E01027468,2.816
E01027469,3.888
E01027471,4.374
E01027472,16.934
E01027473,9.946
E01027474,27.847
E01027475,15.645
E01027476,17.571
E01027477,20.103
E01027478,21.6
E01027479,22.57
E01027480,19.423
E01027481,12.01
E01027482,6.918
E01027483,18.213
E01027484,20.138
E01027485,26.237
E01027486,23.031
E01027487,18.384
E01027488,20.187
E01027489,8.577
E01027490,17.326
E01027491,3.046
E01027492,4.553
E01027493,34.697
E01027494,5.886
E01027495,17.957
E01027496,15.336
E01027497,9.138
E01027498,28.177
E01027499,8.69
E01027500,24.457
E01027503,24.752
E01027504,10.366
E01027505,13.552
E01027507,6.283
E01027508,13.166
E01027509,7.361
E01027510,17.547
E01027511,23.888
E01027512,29.884
E01027513,5.827
E01027514,14.694
E01027515,23.583
E01027516,21.567
E01027517,21.259
E01027518,44.963
E01027519,46.909
E01027520,4.623
E01027521,4.398
E01027522,34.436
E01027523,31.374
E01027524,17.075
E01027525,23.914
E01027526,4.947
E01027527,49.733
E01027528,53.21
E01027529,26.554
E01027530,34.842
E01027531,29.738
E01027532,18.334
E01027533,61.649
E01027534,43.436
E01027535,5.016
E01027536,15.664
E01027537,34.352
E01027538,5.673
E01027539,65.515
E01027540,55.531
E01027541,35.861
E01027542,60.713
E01027543,46.306
E01027544,27.15
E01027545,65.863
E01027546,62.72
E01027549,7.766
E01027550,25.435
E01027551,44.009
E01027552,38.109
E01027553,23.386
E01027554,10.598
E01027555,7.526
E01027556,9.659
E01027557,17.585
E01027558,10.959
E01027559,16.346
E01027560,12.334
E01027561,6.736
E01027562,15.628
E01027563,12.701
E01027564,21.947
E01027565,5.82
E01027566,8.511
E01027567,12.12
E01027568,11.696
E01027569,16.207
E01027570,13.386
E01027571,11.337
E01027572,13.075
E01027573,12.323
E01027574,3.021
E01027575,6.39
E01027576,2.434
E01027577,11.348
E01027578,17.781
E01027579,30.227
E01027580,30.336
E01027582,15.655
E01027583,7.896
E01027584,17.721
E01027585,13.865
E01027586,13.181
E01027587,17.868
E01027588,8.866
E01027589,11.264
E01027590,16.876
E01027591,13.98
E01027592,14.976
E01027593,16.471
E01027594,15.665
E01027595,8.327
E01027596,6.717
E01027597,8.325
E01027598,4.817
E01027599,26.352
E01027600,16.111
E01027601,10.314
E01027603,11.756
E01027604,11.172
E01027605,12.961
E01027606,8.299
E01027607,2.474
E01027608,27.155
E01027609,32.447
E01027610,20.052
E01027612,30.885
E01027613,18.232
E01027614,3.875
E01027615,1.569
E01027616,19.072
E01027617,17.216
E01027618,9.172
E01027619,7.833
E01027620,10.01
E01027622,13.439
E01027623,5.178
E01027624,5.054
E01027625,31.353
E01027626,11.556
E01027627,17.112
E01027628,16.424
E01027629,32.651
E01027630,16.642
E01027631,6.25
E01027632,10.31
E01027633,13.923
E01027634,8.844
E01027635,13.846
E01027636,13.642
E01027637,17.57
E01027638,4.266
E01027639,4.954
E01027640,6.488
E01027641,1.758
E01027642,8.719
E01027643,15.654
E01027644,15.221
E01027645,13.081
E01027646,10.076
E01027647,12.773
E01027648,13.483
E01027649,14.453
E01027650,8.039
E01027651,31.923
E01027652,7.466
E01027653,10.109
E01027654,2.334
E01027655,6.74
E01027656,9.225
E01027657,16.936
E01027658,15.154
E01027659,17.045
E01027660,5.931
E01027661,10.206
E01027662,0.846
E01027663,5.279
E01027665,8.812
E01027666,16.701
E01027667,15.805
E01027668,12.692
E01027669,14.605
E01027670,4.59
E01027671,2.568
E01027672,4.294
E01027673,16.751
E01027674,3.952
E01027675,4.766
E01027676,21.724
E01027677,9.111
E01027678,24.057
E01027679,8.313
E01027680,11.32
E01027681,16.055
E01027682,11.99
E01027683,7.702
E01027684,14.954
E01027685,14.128
E01027686,19.802
E01027687,10.042
E01027688,12.059
E01027689,16.131
E01027690,7.676
E01027691,9.898
E01027692,16.191
E01027693,12.353
E01027694,15.563
E01027695,12.705
E01027696,10.867
E01027697,2.669
E01027698,1.953
E01027699,2.513
E01027700,3.945
E01027701,18.206
E01027702,18.666
E01027703,12.834
E01027704,9.323
E01027705,12.515
E01027706,22.526
E01027707,12.951
E01027708,7.043
E01027709,4.543
E01027710,24.574
E01027711,18.903
E01027712,3.801
E01027713,12.06
E01027714,8.59
E01027715,6.941
E01027716,1.694
E01027717,2.976
E01027718,3.082
E01027719,2.94
E01027720,15.237
E01027721,4.645
E01027722,5.96
E01027723,26.103
E01027724,12.633
E01027725,9.499
E01027726,13.266
E01027727,12.249
E01027728,10.686
E01027729,29.377
E01027730,5.425
E01027731,7.186
E01027732,3.863
E01027733,1.41
E01027734,11.794
E01027735,11.439
E01027736,15.826
E01027737,12.281
E01027738,16.423
